,No.,Material,Part Name,Storage Bin,Tact,Rack Number,Box 1,Box 2,Box 3,Box 4,Box 5,Recount 1,Recount 2,Recount 3,Recount 4,Recount 5,Status,Verify By,Remark,
,969,4M0907324A,BRACKET,T13-69,13 RHS,44,1,14,,,,1,14,,,,Verified,MEGAT,,
,970,4M0883690C 4PK,TRIM,T13-65,13 LHS,45,31,,,,,31,,,,,Verified,MEGAT,,
,971,4M0883686E 4PK,TRIM,T13-66,13 LHS,45,10,,,,,10,,,,,Verified,MEGAT,,
,972,4M0881347A4PK,COVER,T13-31,13 LHS,45,6,120,,,,,,,,,Counted,,,
,973,4M0881348A4PK,COVER,T13-32,13 LHS,45,14,6,120,120,,14,6,120,120,,Verified,MEGAT,,
,974,4M08871874PK,COVER,T13-92,13 RHS,45,30,,,,,30,,,,,Verified,MEGAT,,
,975,4M0881345A4PK,COVER,T13-34,13 LHS,45,20,300,30,,,20,,,,,Verified,MEGAT,,
,976,4M0867255A4PK,SWITCH TRIM,T13-49,13 LHS,45,81,,,,,81,,,,,Verified,MEGAT,,
,977,4M0887233E4PK,"GUIDE,ISOFIX",T13-91,13 RHS,45,88,,,,,88,,,,,Verified,MEGAT,,
,978,4M0959861B,OPERATING DEVICE,T13-82,13 RHS,45,84,,,,,84,,,,,Verified,MEGAT,,
,979,4M0883690B 4PK,TRIM,T13-46,13 LHS,45,18,,,,,18,,,,,Verified,MEGAT,,
,980,4M0883689B 4PK,TRIM,T13-45,13 LHS,45,6,9,,,,6,9,,,,Verified,MEGAT,,
,981,4M0883690A 4PK,TRIM,T13-64,13 LHS,45,11,12,,,,11,,,,,Verified,MEGAT,,12 pcs transit area
,982,N  98926102,TRIPLE SQUARE BOLT,T13-47,13 LHS,45,62,,,,,62,,,,,Verified,MEGAT,,
,983,N  90834301,"CLIP-ON NUT, PREV.  TORQUE TYPE",T13-54,13 LHS,45,143,,,,,143,,,,,Verified,MEGAT,,
,984,4M0035454B,LOUDSPEAKER,T13-55,13 LHS,45,33,,,,,33,,,,,Verified,MEGAT,,
,985,N  10633202,FLANGE TAPPING SCR EW,T13-56,13 LHS,45,27,,,,,27,,,,,Verified,MEGAT,,
,986,N  10671702,HEXAGON HEAD BOLT WITH WASHER,T13-60,13 LHS,45,1072,,,,,1072,,,,,Verified,MEGAT,,
,987,4E0947415,ENTRY LIGHT,T13-58,13 LHS,45,38,,,,,38,,,,,Verified,MEGAT,,
,988,5Q0919279,"LOUDSPEAKER,PARK DISTANCE CONTROL",T13-57,13 LHS,45,100,,,,,100,,,,,Verified,MEGAT,,
,989,4M0883688A 4PK,TRIM,T13-63,13 LHS,45,15,7,,,,15,7,,,,Verified,MEGAT,,
,990,4M0883687B 4PK,TRIM,T13-44,13 LHS,45,65,,,,,65,,,,,Verified,MEGAT,,
,991,5H0419659L TCB,DECORATIVE TRIM,GT13-68,13 RHS,46,76,,,,,76,,,,,Verified,MEGAT,,
,992,5H0419659KUXQ,DECORATIVE TRIM,GT13-65,13 RHS,46,6,,,,,6,,,,,Verified,MEGAT,,
,993,3G8947409,LIGHT,GT13-38,13 RHS,46,12,315,,,,12,315,,,,Verified,MEGAT,,
,994,N  90799102,TRIPLE SQUARE BOLT,GT13-33,13 RHS,46,275,53,,,,275,53,,,,Verified,MEGAT,,
,995,N  10726401,CLAMPING WASHER,GT13-39,13 RHS,46,563,,,,,563,,,,,Verified,MEGAT,,
,996,191867199 9B9,PLUG,GT13-60,13 RHS,46,1593,,,,,1593,,,,,Verified,MEGAT,,
,997,5G0867334,MOUNTING BUSH,GT13-14,13 LHS,46,451,,,,,,,,,,Counted,,,
,998,5G0886373,MOUNTING GROMMET,GT13-15,13 LHS,46,40,,,,,40,,,,,Verified,MEGAT,,
,999,N  90335004,CLAMPING WASHER,GT13-12,13 LHS,46,528,,,,,528,,,,,Verified,MEGAT,,
,1000,N  90969901,HEXALOBULAR SOCKET SCREW WITH FLANGE,GT13-47,13 RHS,46,1168,,,,,1168,,,,,Verified,MEGAT,,
,1001,N  90974701,FLANGE SCREW FOR TP,GT13-45,13 RHS,46,3187,,,,,3187,,,,,Verified,MEGAT,,
,1002,N  91255001,FLANGE TAPPING SCREW,GT13-40,13 RHS,46,1256,,,,,1256,,,,,Verified,MEGAT,,
,1003,N90698606,FLANGE TAPPING SCR EW,GT13-22,13 RHS,46,2012,,,,,2012,,,,,Verified,MEGAT,,
,1004,N  91205201,12-POINT SOCKET FLANGE BOLT,GT13-20,13 LHS,46,432,,,,,432,,,,,Verified,MEGAT,,
,1005,5Q0906093E,"CONTROL UNIT, FUEL PUMP",GT13-03,13 RHS,46,52,,,,,52,,,,,Verified,MEGAT,,
,1006,5H0419659F WUZ,DECORATIVE TRIM,GT13-56,13 RHS,46,58,,,,,58,,,,,Verified,MEGAT,,
,1007,1K0919309,OUTLET,GT13-37,13 RHS,46,164,,,,,164,,,,,Verified,MEGAT,,
,1008,5H0863503B,ANCHOR EYE,GT13-42,13 RHS,46,190,,,,,190,,,,,Verified,MEGAT,,
,1009,8Y0857739M MNB,SEAT BELT BUCKLE,GT13-29,13 LHS,46,29,,,,,29,,,,,Verified,MEGAT,,
,1010,2Q0919341  9B9,MOUNTING,GT13-61,13 RHS,46,243,,,,,243,,,,,Verified,MEGAT,,
,1011,5Q0803961D,FUEL LEVEL SENSOR COVER,GT13-07,13 LHS,46,71,,,,,71,,,,,Verified,MEGAT,,
,1012,5Q2864778A 9B9,COVER,GT13-57,13 RHS,46,20,12,,,,20,12,,,,Verified,MEGAT,,
,1013,4M0867768G 4PK,"TRIM,WHEEL HOUSING REAR",T13-50,13 LHS,47,5,,,,,,,,,,Verified,AZWAN,,
,1014,4M0853370D 4PK,SCUFF PLATE,T13-52,13 LHS,47,5,,,,,,,,,,Verified,AZWAN,,
,1015,8Y0035465A,AMPLIFIER,T13-68,13 RHS,47,5,,,,,,,,,,Verified,AZWAN,,
,1016,4M8419091ACQQT,STEERING WHEEL,T13-99,13 RHS,47,5,,,,,,,,,,Verified,AZWAN,,
,1018,4M0880201AE6PS,AIRBAG UNIT,T13-101,13 RHS,47,5,,,,,,,,,,Verified,AZWAN,,
,1019,4M0863869A,TUNNEL DAMPING,T13-1,13 LHS,47,5,,,,,,,,,,Verified,AZWAN,,
,1020,4M0863528K 4PK,SUPPORT,T13-73,13 RHS,47,5,,,,,,,,,,Verified,AZWAN,,
,1021,4M0863527K 4PK,SUPPORT,T13-72,13 RHS,47,5,,,,,,,,,,Verified,AZWAN,,
,1022,3D0907543A,TEMPERATURE SENSOR,GT13-02,13 LHS,48,312,,,,,312,,,,,Verified,MEGAT,,
,1023,5H0864220D,GEAR SHIFT DAMPER,GT13-28,13 LHS,48,51,5,,,,51,5,,,,Verified,MEGAT,,
,1024,6Q0867333,CLIP,GT13-16,13 LHS,48,787,,,,,787,,,,,Verified,MEGAT,,
,1025,N  91189303,HEXAGON FLANGE NUT,GT13-21,13 LHS,48,457,,,,,457,,,,,Verified,MEGAT,,
,1026,N  91158501,EXPANSION RIVET,GT13-13,13 LHS,48,22,,,,,22,,,,,Verified,MEGAT,,
,1027,N  10751101,HEXALOBULAR SOCKET SCREW WITH FLANGE,GT13-11,13 LHS,48,1079,,,,,1079,,,,,Verified,MEGAT,,
,1028,N  98923403,HEXAGON FLANGE NUT,GT13-19,13 LHS,48,88,,,,,88,,,,,Verified,MEGAT,,
,1029,N  91079901,DUO HEXAGON FLANGE BOLT,GT10-19,13 LHS,48,1374,,,,,1374,,,,,Verified,MEGAT,,
,1030,5Q0886193,CLAMP,GT13-01,13 LHS,48,51,,,,,51,,,,,Verified,MEGAT,,
,1031,N  91212801,CLIP-ON NUT,GT13-18,13 LHS,48,881,,,,,881,,,,,Verified,MEGAT,,
,1033,5H0863359  4PK,COVER,GT13-32,13 LHS,48,604,,,,,604,,,,,Verified,MEGAT,,
,1034,5H0861513,BRACKET,GT13-04,13 LHS,48,23,,,,,23,,,,,Verified,MEGAT,,
,1035,5H0863233D,BRACKET,GT13-05,13 LHS,48,5,14,,,,5,14,,,,Verified,MEGAT,,
,1036,5H0864256,AIR DUCT,GT13-06,13 LHS,48,6,50,,,,6,50,,,,Verified,MEGAT,,
,1041,N  91079901,DUO HEXAGON FLANGE BOLT,GT13-43,13 LHS,48,1374,,,,,1374,,,,,Verified,MEGAT,,
,1053,4M0861961,FASTENER,T14-36,14 RHS,49,40,,,,,,,,,,Verified,MONA,,
,1054,4M0861833  4PK,HOOK EYE,T14-38,14 RHS,49,42,,,,,,,,,,Verified,MONA,,
,1055,N  10712001,FILLISTER HEAD SEL F-TAPPING SCREW,T14-39,14 RHS,49,32,,,,,,,,,,Verified,MONA,,
,1056,4M0861336  4PK,COVER,T14-40,14 RHS,49,16,,,,,,,,,,Counted,,,
,1057,4E0947415,ENTRY LIGHT,T14-42,14 RHS,49,4,41,,,,,,,,,Verified,MONA,,
,1058,4G0959831D 5PR,#N/A,#N/A,14 RHS,49,61,,,,,,,,,,Verified,MONA,,
,1059,4G0867749,RETAINING STRAP,T14-48,14 RHS,49,2,100,,,,,,,,,Verified,MONA,,
,1060,N  91173301,HEXAGON NUT W. WASHER,T14-47,14 RHS,49,2,,,,,,,,,,Verified,MONA,,
,1061,N  01152527,WASHER,T14-45,14 RHS,49,8,,,,,,,,,,Verified,MONA,,
,1062,4M8010009A,VEHICLE DATA LABEL,T14-60,14 LHS,49,830,,,,,,,,,,Counted,,,Unable to counted due.. balance cw32: 838
,1064,N  90286604,BLIND RIVET,T14-49,14 RHS,49,11,,,,,,,,,,Counted,,,
,1065,4M0854871A 5FQ,SPOILER,T14-53,14 RHS,49,25,,,,,,,,,,Verified,MONA,,
,1066,4M0854872A 5FQ,SPOILER,T14-54,14 RHS,49,26,,,,,,,,,,Verified,MONA,,
,1067,4N0955235,CAP,T15-10,15 LHS,49,422,,,,,,,,,,Verified,MONA,,
,1068,4M08537405FQ,TYPE SIGN,T01-51,14 RHS,49,13,,,,,,,,,,Verified,MONA,,
,1069,4M0010515AA,AIR CONDITIONING SYSTEM,T14-28,14 RHS,49,56,,,,,,,,,,Verified,MONA,,
,1070,8K0010520G,FAN,T14-29,14 RHS,49,47,,,,,,,,,,Verified,MONA,,
,1071,3G0827645A,COVER,T14-32,14 RHS,49,1,30,,,,,,,,,Verified,MONA,,
,1072,N  10261307,HEXAGON FLANGE NUT,T14-57,14 RHS,49,20,,,,,20,,,,,Verified,MEGAT,,
,1073,8T0837947,COVER,T14-58,14 RHS,49,325,,,,,,,,,,Verified,MONA,,
,1074,4M0827279  9B9,COVER,T4-64,4 RHS,49,49,,,,,,,,,,Verified,MONA,,
,1075,4M0827280  9B9,COVER,T4-65,4 RHS,49,49,,,,,,,,,,Verified,MONA,,
,1076,8W0860282F,FIRST AID KIT,T15-7,14 RHS,49,2,20,,,,,,,,,Verified,MONA,,
,1077,4M0012021BR,TOOL KIT,T14-50,14 RHS,50,1,,,,,,,,,,Verified,BEE,,
,1078,4M0012021BG,TOOL KIT,T14-51,14 RHS,50,0,,,,,,,,,,Counted,,,
,1079,4M0867974  4PK,LINING,T14-41,14 RHS,50,1,,,,,,,,,,Verified,BEE,,
,1080,4M0867607F 4PK,"LINING,TRUNK LID",T14-34,14 RHS,50,2,,,,,,,,,,Verified,BEE,,
,1081,4M0864483P 4PK,"LINING, REAR END",T15-12,15 RHS,51,5,,,,,,,,,,Verified,AZWAN,,
,1082,4M0133849T,"COVER,AIR CLEANER",T14-31,14 RHS,51,5,,,,,,,,,,Verified,AZWAN,,
,1083,4N0907217A,CAMERA,T14-1,14 LHS,52,15,3,,,,,,,,,Verified,BEE,,
,1084,4N0035500,ANTENNA,T14-2,14 LHS,52,31,,,,,,,,,,Verified,BEE,,
,1085,81A955555B,RAIN SENSOR,T14-3,14 LHS,52,21,,,,,,,,,,Verified,BEE,,
,1086,4M0857519A 4PK,COVER,T14-11,14 LHS,52,18,,,,,,,,,,Verified,BEE,,
,1087,4M0035711,MICROPHONE,T14-6,14 LHS,52,149,,,,,,,,,,Verified,BEE,,
,1088,5Q0951177C,"SENSOR,ATAS",T14-9,14 LHS,52,1,15,,,,,,,,,Verified,BEE,,
,1089,4M0899181,PLUG,T14-14,14 LHS,52,77,,,,,,,,,,Verified,BEE,,
,1090,4M0899182,PLUG,T14-16,14 LHS,52,75,,,,,,,,,,Verified,BEE,,
,1091,4M2035711A 4PK,MICROPHONE,T14-8,14 LHS,52,317,,,,,,,,,,Verified,BEE,,
,1092,4M1035711A 4PK,MICROPHONE,T14-7,14 LHS,52,317,,,,,,,,,,Verified,BEE,,
,1093,85H857333,#N/A,#N/A,14 LHS,52,10,,,,,,,,,,Verified,BEE,,
,1094,4M0821111,END PLATE,T14-12,14 LHS,52,6,,,,,,,,,,Verified,BEE,,
,1095,4M0947135DQ6PS,ROOF MODULE,T14-5,14 LHS,52,9,,,,,,,,,,Verified,BEE,,
,1096,4M0821112,END PLATE,T14-15,14 LHS,52,2,,,,,,,,,,Verified,BEE,,
,1097,8K0915429C,TERMINAL COVER,T14-17,14 LHS,52,2,100,,,,,,,,,Verified,BEE,,
,1098,4M0010006E,WARNING STICKER,T14-18,14 LHS,52,14,100,,,,,,,,,Verified,BEE,,
,1099,4M0863080BQA5,FLAP,T14-19,14 LHS,52,36,,,,,,,,,,Verified,BEE,,
,1100,4M0713079A,COVER,T13-96,13 RHS,52,106,,,,,,,,,,Verified,BEE,,
,1101,N  91189702,12-POINT SOCKET BOLT WITH WASHER,T14-21,14 LHS,52,178,,,,,,,,,,Verified,BEE,,
,1102,N  105835019B9,EXPANSION RIVET,T14-13,14 LHS,52,2521,,,,,,,,,,Counted,,,
,1103,N  91277801,TRIPLE SQUARE OVAL HEAD BOLT,T14-27,14 LHS,52,85,,,,,,,,,,Verified,BEE,,
,1104,4K0858937  4PK,ADAPTER,T14-10,14 LHS,52,11,125,,,,,,,,,Verified,BEE,,
,1105,4M0837033A,STRIKER,T14-26,14 LHS,52,69,,,,,,,,,,Verified,BEE,,
,1106,5WA129626,CONNECTING HOSE,GT14-53,14 RHS,53,58,,,,,,,,,,Verified,BEE,,
,1107,3WA907217D,CAMERA,GT14-09,15 LHS,53,11,20,,,,,,,,,Verified,BEE,,
,1108,5WA915429A,TERMINAL COVER,GT14-11,14 LHS,53,17,,,,,,,,,,Verified,BEE,,
,1109,N  91278801,12-POINT SOCKET BOLT WITH WASHER,GT14-03,14 LHS,53,211,,,,,,,,,,Verified,BEE,,
,1110,5H0858633 4PK,COVER,GT14-06,15 LHS,53,31,,,,,,,,,,Verified,BEE,,
,1111,5H0858634 4PK,COVER,GT14-07,15 LHS,53,31,,,,,,,,,,Verified,BEE,,
,1112,5H0945312C,COVER,GT15-10,15 LHS,53,28,,,,,,,,,,Verified,BEE,,
,1113,5H0945311C15,COVER,GT15-09,15 LHS,53,28,,,,,,,,,,Verified,BEE,,
,1114,5H0868437C 4PK15,COVER,GT14-01,15 LHS,53,31,,,,,,,,,,Verified,BEE,,
,1115,5H0821111,END PLATE,GT14-02,14 LHS,53,16,,,,,,,,,,Verified,BEE,,
,1116,5Q0803899,HAND KNOB SCREW,GT14-14,14 RHS,53,32,,,,,,,,,,Verified,BEE,,
,1117,89A955555B,RAIN SENSOR,GT14-08,14 LHS,54,79,,,,,,,,,,Verified,MONA,,
,1118,701010002AA,COMBINATION CAUTION PLATE,GT14-21,14 RHS,54,827,,,,,,,,,,Verified,MONA,,
,1119,701010043N,OIL FILLING,GT14-62,14 RHS,54,43,,,,,,,,,,Verified,MONA,,
,1120,5QF010008B,AIR CONDITIONING SYSTEM,GT14-13,14 RHS,54,642,,,,,,,,,,Verified,MONA,,
,1121,05E103729B,SHIELD,GT14-58,14 RHS,54,12,,,,,,,,,,Verified,MONA,,18 pcs transit area
,1122,N  90656503,SPRING CLAMP,GT14-54,14 RHS,54,36,,,,,,,,,,Verified,AZWAN,,
,1123,5Q0129684C,CONNECTING PIPE,GT14-56,14 LHS,54,13,,,,,,,,,,Verified,MONA,,
,1124,N  10679501,FLANGE TAPPING SCREW,GT14-26,14 RHS,54,1445,,,,,,,,,,Verified,MONA,,
,1125,N  90871301,BUTTON,GT14-25,14 RHS,54,394,900,,,,,,,,,Verified,MONA,,
,1126,1T0803899,MOUNTING,GT15-11,15 LHS,54,2,80,,,,,,,,,Verified,MONA,,
,1127,6R6867300,LINE BRACKET,GT14-20,14 RHS,54,300,,,,,,,,,,Verified,MONA,,
,1128,N  90656401,SPRING CLAMP,GT14-55,14 LHS,54,189,,,,,,,,,,Verified,AZWAN,,
,1129,N  91277801,TRIPLE SQUARE OVAL HEAD BOLT,GT14-05,14 LHS,54,927,,,,,,,,,,Verified,MONA,,
,1130,N  10609204,HEXAGON FLANGE NUT,GT14-23,14 RHS,54,765,,,,,,,,,,Verified,MONA,,
,1131,5H0821112,END PLATE,GT14-15,14 RHS,54,14,,,,,,,,,,Verified,MONA,,
,1132,5Q0129637C,FITTING,GT14-16,14 RHS,54,236,,,,,,,,,,Verified,MONA,,
,1133,701010043M,OIL FILLING,GT14-22,14 RHS,54,460,,,,,,,,,,Verified,MONA,,
,1134,5QA129621C,AIR DEFLECTOR,GT14-18,14 RHS,54,11,,,,,,,,,,Verified,MONA,,
,1135,8T0837947,COVER,GT14-27,14 RHS,54,571,,,,,,,,,,Verified,MONA,,
,1136,3G0857511AN9B9,INTERIOR REARVIEW MIRROR,GT14-10,15 LHS,54,19,,,,,,,,,,Verified,MONA,,
,1137,5N0955205,#N/A,#N/A,15 LHS,54,321,,,,,,,,,,Verified,MONA,,
,1138,6R6867299,LINE BRACKET,GT14-19,14 RHS,54,334,,,,,,,,,,Verified,MONA,,
,1139,3C0837767A,STRIKER,GT14-04,14 LHS,54,50,150,150,,,,,,,,Verified,MONA,,150 pcs transit area
,1140,N  90951401,FILLISTERHEAD,T10-54,10 RHS,40,82,,,,,,,,,,Verified,SHAQILA,,
,1141,5WA201550AH,CAP,T12-3,10 RHS,40,17,,,,,,,,,,Verified,SHAQILA,,
,1142,4M0845099AQ,WINDSHIELD,T5-26,5 RHS,SUMA,3,2,1,,,,,,,,Counted,,,
,1143,5H0845011BG,WINDSHIELD,GT5-16,5 RHS,SUMA,9,,,,,,,,,,Counted,,,
,1144,5H0845011BF,WINDSHIELD,GT5-02,5 RHS,SUMA,1,2,,,,,,,,,Counted,,,
,1145,5H0853859C 9B9,OUTER SILL COVER,GT10-29,10 RHS,SUMA,25,,,,,,,,,,Verified,SHAQILA,,
,1146,5H0853860C 9B9,OUTER SILL COVER,GT10-52,10 RHS,SUMA,18,,,,,,,,,,Verified,SHAQILA,,
,1147,5H0853855 041,OUTER SILL COVER,GT10-60,10 RHS,SUMA,15,,,,,,,,,,Verified,SHAQILA,,
,1148,5H0853856 041,OUTER SILL COVER,GT10-61,10 RHS,SUMA,15,,,,,,,,,,Verified,SHAQILA,,
,1149,5H0853855A Y9T,OUTER SILL COVER,GT10-79,10 RHS,SUMA,1,,,,,,,,,,Verified,SHAQILA,,
,1150,5H0853855A C9A,OUTER SILL COVER,GT10-79,10 RHS,SUMA,9,,,,,,,,,,Verified,SHAQILA,,
,1151,5H0853855A D5K,OUTER SILL COVER,GT10-79,10 RHS,SUMA,9,,,,,,,,,,Verified,SHAQILA,,
,1152,5H0853856A C9A,OUTER SILL COVER,GT10-80,10 RHS,SUMA,9,,,,,,,,,,Verified,SHAQILA,,
,1153,5H0853856A D5K,OUTER SILL COVER,GT10-80,10 RHS,SUMA,9,,,,,,,,,,Verified,SHAQILA,,
,1154,5H0853856A Y9T,OUTER SILL COVER,GT10-80,10 RHS,SUMA,1,,,,,,,,,,Verified,SHAQILA,,
,1155,5H0853855A C7Q,OUTER SILL COVER,GT10-80,10 RHS,SUMA,0,6,7,7,,,,,,,Counted,,,
,1156,5H0853856A C7Q,OUTER SILL COVER,GT10-80,10 RHS,SUMA,0,,,,,,,,,,Counted,,,
,1157,5H0853493B,ADAPTER,GT10-67,10 RHS,SUMA,6,,,,,,,,,,Counted,,,
,1158,5H0853494B,ADAPTER,GT10-71,10 RHS,SUMA,4,,,,,,,,,,Counted,,,
,1159,5WA601324,TIRE,GWH-02,TIRE,SUMA,17,,,,,,,,,,Counted,,,
,1160,5WA601307J,TIRE,GWH-04,TIRE,SUMA,4,18,,,,,,,,,Counted,,,
,1161,5Q0601027CT03C,RIM,GWH-05,TIRE,SUMA,25,,,,,,,,,,Counted,,,
,1162,5H0601025H FZZ,ALLOY WHEEL,GWH-06,TIRE,SUMA,1,1,1,24,,,,,,,Counted,,,
,1163,5WA601307B,TIRE,GWH-08,TIRE,SUMA,28,,,,,,,,,,Counted,,,
,1164,5WA601307AE,TIRE,GWH-09,TIRE,SUMA,28,,,,,,,,,,Counted,,,
,1165,5H0601025S FZZ,ALLOY WHEEL,GWH-10,TIRE,SUMA,4,,,,,,,,,,Counted,,,
,1166,5H0601025APFZZ,ALLOY WHEEL,GWH-11,TIRE,SUMA,16,,,,,,,,,,Counted,,,
,1167,5WA200059CK,FUEL LINE,GT1-14,01 LHS,SEQ RACK,12,,,,,,,,,,Verified,HUZAINE,,
,1168,5H0863993C,PLENUM PANEL DAMPING,GT1-17,01 LHS,SEQ RACK,12,4,,,,,,,,,Verified,HUZAINE,,
,1169,5WC863353A,BULKHEAD SOUND INSULATION,GT1-19,01 LHS,SEQ RACK,12,4,,,,,,,,,Verified,HUZAINE,,
,1170,5Q0199555AB,TRANSMISSIONMOUNT,GT1-50,01 LHS,SEQ RACK,5,,,,,,,,,,Counted,,,test
,1171,5H6827705B,COVER SEAL,GT1-35,01 RHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1172,4M2863923Q,BULKHEAD SOUND DAMPING,T1-45,01 RHS,SEQ RACK,1,,,,,,,,,,Counted,,,Come with body 
,1173,4M0827229B,COVER,T1-52,01 RHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1174,4M0827705,COVER SEAL,T1-53,01 RHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1175,5H6880741N,CURTAIN AIRBAG,GT2-16,02 LHS,SEQ RACK,8,,,,,,,,,,Counted,,,
,1176,5H4867913 9B9,WELT,GT2-17,02 LHS,SEQ RACK,3,1,,,,,,,,,Counted,,,
,1177,5H4867911 9B9,WELT,GT2-18,02 LHS,SEQ RACK,6,,,,,,,,,,Counted,,,
,1178,4M0860021B 1P9,ROOF RAILS,T2-2,02 LHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1179,4M0831721C,DOOR SEAL,T2-7,02 LHS,SEQ RACK,6,,,,,,,,,,Counted,,,
,1180,4M0839119D,GASKET,T2-8,02 LHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1181,4M0880741K,CURTAIN AIRBAG,T2-14,02 LHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1182,5H6880742N,CURTAIN AIRBAG,GT2-47,02 RHS,SEQ RACK,8,,,,,,,,,,Counted,,,
,1183,5H4867912 9B9,WELT,GT2-48,02 RHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1184,5H4867914 9B9,WELT,GT2-49,02 RHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1185,4M0860022B 1P9,ROOF RAILS,T2-72,02 RHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1186,4M0833721C,DOOR SEAL,T2-75,02 RHS,SEQ RACK,10,,,,,,,,,,Counted,,,
,1187,4M0839120D,GASKET,T2-76,02 RHS,SEQ RACK,6,,,,,,,,,,Counted,,,
,1188,4M0880742K,CURTAIN AIRBAG,T2-80,02 RHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1189,5H0863831A,ENGINE HOOD DAMPING,GT4-10,04 LHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1190,5Q0819805E,REAR FOOTWELL AIR DUCT,GT4-11,04 LHS,SEQ RACK,2,6,,,,,,,,,Verified,,AZWAN,
,1191,5Q0819806E,REAR FOOTWELL AIR DUCT,GT4-12,04 LHS,SEQ RACK,4,,,,,,,,,,Verified,HUZAINE,,
,1192,5H0867291 4PK,"TRIM PANEL,PILLAR B,LOWER",GT4-13,04 LHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1193,5H0867292 4PK,"TRIM PANEL,PILLAR B,LOWER",GT4-14,04 LHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1194,4M8955023E,WIPER MOTOR W. LINKAGE,T4-38,04 LHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1195,4M0863825A,HOOD SOUND,T4-40,04 LHS,SEQ RACK,1,,,,,,,,,,Verified,HUZAINE,,
,1196,4M0823126,IMPACT PROTECTION,T4-41,04 LHS,SEQ RACK,2,,,,,,,,,,Verified,HUZAINE,,
,1197,4M0819811E,"REAR FOOTWELL AIR DUCT,PILLAR",T4-51,04 LHS,SEQ RACK,2,,,,,,,,,,Verified,HUZAINE,,
,1198,4M0819725B,AIR DUCT ELEMENT,T4-53,04 LHS,SEQ RACK,3,,,,,,,,,,Verified,HUZAINE,,
,1199,4M0867239F 4PK,"TRIM PANEL,PILLAR B,LOWER",T4-55,04 LHS,SEQ RACK,2,,,,,,,,,,Verified,HUZAINE,,
,1200,5H6807863,ATTACHMENT STRIP,GT4-34,04 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1201,4M0807458A,GUIDE,T4-71,04 RHS,SEQ RACK,2,,,,,,,,,,Verified,HUZAINE,,
,1202,4M0819812G,"REAR FOOTWELL AIR DUCT,PILLAR",T4-79,04 RHS,SEQ RACK,2,,,,,,,,,,Verified,HUZAINE,,
,1203,4M0819726B,AIR DUCT ELEMENT,T4-81,04 RHS,SEQ RACK,3,,,,,,,,,,Verified,HUZAINE,,
,1204,4M0867240K 4PK,"TRIM PANEL,PILLAR B,LOWER",T4-82,04 RHS,SEQ RACK,2,,,,,,,,,,Verified,HUZAINE,,
,1205,5H0867233Q XCC,"TRIM PANEL,PILLAR A",GT5-04,05 LHS,SEQ RACK,0,4,,,,,,,,,Counted,,,
,1206,5H0867234Q XCC,"TRIM PANEL,PILLAR A",GT5-05,05 LHS,SEQ RACK,0,4,,,,,,,,,Counted,,,
,1207,5H0867243E 4PK,"TRIM PANEL,PILLAR B",GT5-06,05 LHS,SEQ RACK,0,4,,,,,,,,,Counted,,,
,1208,5H0867244E 4PK,"TRIM PANEL,PILLAR B",GT5-07,05 LHS,SEQ RACK,0,4,,,,,,,,,Counted,,,
,1209,4M0881677A,SEAT FRAME,T5-2,05 LHS,SEQ RACK,0,4,,,,,,,,,Counted,,,
,1210,4P0915089C,BATTERY,T5-7,05 LHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1211,4M0867233AB2O9,"TRIM PANEL,PILLAR A",T5-13,05 LHS,SEQ RACK,0,2,,,,,,,,,Counted,,,
,1212,4M0867287H 2O9,"TRIM PANEL,PILLAR C",T5-20,05 LHS,SEQ RACK,0,2,,,,,,,,,Counted,,,
,1213,4M0867245F 2O9,"TRIM PANEL,PILLAR D",T5-22,05 LHS,SEQ RACK,0,2,,,,,,,,,Counted,,,
,1214,4M0845297BK,SIDE WINDOW GLASS,T5-28,05 LHS,SEQ RACK,0,2,,,,,,,,,Counted,,,
,1215,4M0845298CG,SIDE WINDOW GLASS,T5-29,05 LHS,SEQ RACK,0,2,,,,,,,,,Counted,,,
,1216,3WA915107C,BATTERY,GT5-23,05 LHS,SEQ RACK,3,,,,,,,,,,Verified,HUZAINE,,
,1217,4M0863560,DRIVE UNIT,T5-31,05 RHS,SEQ RACK,2,,,,,,,,,,Counted,,,
,1218,4M0863697P,TRIM PANEL,T5-37,05 RHS,SEQ RACK,2,,,,,,,,,,Counted,,,
